"","Range_size"
"19563",864096202068.456
"19564",34730176087.8669
"19565",805437730098.361
"19566",766458644855.074
"19567",136275249088.203
"19568",1911291868126.49
"19569",2203369310192.33
"19570",76243171958.5455
"19571",217835515077.249
"19572",1347758540070.54
"19573",1407378205773.68
"19574",1344638628631.23
"19575",281698634645.644
"19576",401249248044.37
"19577",53599189959.0554
"19589",747485662247.254
"19591",125700978941.306
"19592",4564653784909.74
"19593",8334315241814.93
"19594",10209638277.7356
"19595",502964472.187622
"19596",310252178995.174
"19597",29673801724.8375
"19600",7150685156768.8
"19602",447124573125.599
"19605",138614186704.068
"19606",39005861651.3434
"19607",144541232682.056
"19608",52004661210.4801
"19609",157706168689.255
"19610",4402209312446.26
"19611",189757686191.721
"19612",633285531726.643
"19614",7579274269.61132
"19616",172678317983.22
"19617",8414418413.26547
"19618",138914107973.426
"19645",2359273988940.07
"19646",2057627574498.69
"19647",1372330120908.27
"19679",261934220477.695
"19680",913218813.52835
"19681",178177405691.958
"19682",663829689321.86
"19683",3345676581.39557
"19684",448909734076.034
"19685",462223486905.849
"19686",4585909604007.88
"19705",3574330273.84568
"19708",31086275341.3111
"19709",1130816357914.4
"19710",41002228233.9104
"19711",231144759.26387
"19712",321271138.590211
"19713",4215026289.71269
"19714",11508828072950.4
"19742",452983991.848991
"19749",154150116616.976
"19750",292740754639.742
"19751",71653530762.8111
"19754",4281498885959.09
"19755",181192803127.529
"19756",6764789855015.19
"19757",1667124824.77839
"19758",209036865930.299
"19762",169893702115.538
"19771",15121542470.9569
"19790",22305788697.4755
"19799",6052093157246.33
"19800",53569457324.9734
"19801",1959791062296.95
"19802",1930049550871.27
"19804",12632094587044.9
"19805",6384043265867.56
"19806",782165266843.997
"19807",12289438164636.8
"19808",5347600528618.13
"19809",667846485687.921
"19819",56861637992.4862
"19823",52110711301.2753
"19824",25699951549.1075
"19832",765808632666.604
"19836",7301992558.4523
"19839",2930590400.36325
"19852",18642911596.9235
"19863",1359343334219.29
"19864",14446678436.6299
"19865",1541055817138.15
"19866",2228410134.51248
"19867",55476228226.26
"19945",258565206364.154
"199832",157941925.09505
"199833",81766979.5680051
"199834",339443429773.868
"199835",101836971045.45
"199836",111642774939.082
"199838",298223615.266128
"19997",851543501395.103
"19998",1330267361589.37
"19999",312768841368.276
"20000",614325229516.492
"20001",694996560833.448
"20003",6940395071082.59
"20004",48935032303.1615
"20005",39247151788.3206
"20006",620614534581.27
"20007",81302041509.8865
"20008",121714653346.619
"20009",1272882536403.52
"20010",988528297077.656
"20011",376963853547.04
"20012",1498584103298.74
"20013",2711191672734.82
"20014",214979466328.883
"20015",249137653087.863
"20016",4360630240896.81
"20017",101820662839.365
"20018",169962005300.114
"20019",26412189922.421
"20020",21022348500.6059
"20021",48843144297.1962
"20022",3247882977007.72
"20023",156433128330.976
"20024",392638553865.513
"20025",19900037339663.9
"20026",194232524435.899
"20033",974407470611.49
"20036",100718940952.652
"20037",197626023173.463
"20052",129224410321.997
"20053",5119332860.07635
"20054",3070905373282.98
"20055",4915941856070.63
"20056",138561930705.36
"20058",2690534112610.95
"20059",387479534918.642
"20064",2541003548.00098
"20065",169338945235.972
"20066",10950619621070.3
"20067",5742588269064.68
"20068",5226237736567.54
"20069",5428743407636.93
"20070",2195100128311.53
"20071",951662142632.381
"20072",398697946397.798
"20073",4650557406618.36
"20089",200686833196.441
"20102",148695759936.289
"20165",18067236003.3503
"2017",77753368622.2442
"2018",22003977940.837
"20184",6815279943255.85
"20185",64106157.9407322
"20186",6727329690.57582
"20187",231158289327.922
"20188",527987061080.532
"20189",3375932502.17692
"20190",117911870692.561
"20191",26716624026.8667
"20192",350083032529.524
"20193",652702095357.864
"201936",264980218070.435
"20195",358985782267.285
"20196",7368933308.69933
"20209",151453191978.872
"20210",840163262392.12
"20211",345280161201.179
"20212",464112189760.42
"20213",2615707968070.48
"20214",7171997046.20747
"20215",282532309338.439
"20216",252559653707.61
"20217",464511072004.626
"20218",98145691618.7925
"20221",383737249014.652
"20222",864373479.364428
"20229",6004480273.5115
"20290",47151009897.9676
"20293",7619609265.1609
"20294",1587806418.50491
"20295",7122248860.1309
"20296",46749235112.1863
"20297",96976297952.913
"20299",15591767116.7071
"20320",1809865819.98722
"20321",28238204466.5107
"20332",481978808.686537
"20333",11785138414.1656
"20334",44462579.9247568
"20335",11785138414.1656
"20336",3824601382.42788
"20383",8846130839.36857
"20384",327292253091.258
"20385",200703772502.532
"20386",10546770128.1637
"20387",67021281.1914376
"20388",2065833015.7927
"20389",107370159138.033
"20390",4929274489.59464
"20391",116708745.686038
"20392",12781679022.4875
"20393",14769790752.2176
"20394",84203036.2665381
"20395",20679509.8059128
"20396",62195043104.0245
"20397",12160038143.6386
"20411",157801895698.286
"20416",248069867.556882
"20427",76144181820.7549
"20428",2177126729.19342
"20429",25404176030.8064
"20430",718826531176.514
"20431",46177987263.4273
"2045",22211298.209695
"20468",11389114450787.6
"20471",1268483868202.68
"20472",450233882113.181
"20474",22711600772.3806
"20475",17294849774.1661
"20476",11274322262.6175
"20477",31693036714.2584
"20478",487834925321.897
"20479",44731303821.067
"20480",4263290261.13434
"20481",467246645281.834
"20482",1379395878284.19
"20483",1727062329214.66
"20484",1851642119773.75
"20485",60013578963.0098
"20486",629933297411.51
"20487",715736913897.76
"20488",5346653991751
"20489",2655847326.64042
"20490",1810870846139.24
"20491",188222907554.598
"20492",804158502812.306
"20493",309353216995.839
"20494",2310791436538.33
"20495",2304576891763.38
"20496",442556203481.512
"20497",1286801494.58734
"20521",471401666848.392
"2053",667483550640.2
"2054",148437984481.801
"20599",4392958363816.72
"20629",707181044223.753
"20630",1317962948047.03
"20631",171745389697.594
"20633",1445687333.9873
"20636",886129180157.624
"20637",1897948609.40219
"20638",3142733569.21243
"20639",178086303080.311
"20688",1714715533.93769
"20717",620212320.757205
"20718",1058295713345.75
"20719",1075014262200.34
"20720",979358325627.237
"20721",1128038116601.7
"20722",3477980228828.16
"20740",12140108932.443
"20741",38987634250.5654
"20743",9281028093.02983
"20757",443241013.983783
"20758",110059949369.248
"20759",6974601349.6353
"20760",2014706645.94152
"20761",152812926437.564
"20863",1866744350705.3
"2089",4742706970.77032
"20890",172973193188.239
"20892",6411265058.15227
"20949",72657454474.7297
"20950",705384621307.808
"20951",501247489974.919
"20952",2534366155680.68
"20955",451235935922.389
"20956",1567758188879.52
"20957",26175815254.406
"20958",2319439402.55768
"20960",10661362096742.9
"2110",11021007211.026
"21100",170647356222.377
"21101",940764374416.427
"21102",61390744522.2781
"21103",1340954309393.99
"21134",3057853082.89307
"21135",962088757.349054
"21140",150166811093.499
"21141",571791757.042227
"21142",209340932.973289
"21143",212842445.409492
"21144",12477707818.4395
"21145",171596115831.312
"21146",28325806.5361358
"21147",5369614563.0938
"21148",177023218.05323
"21150",102571930846.652
"21151",5127640980.19242
"21152",1408490368273.68
"21153",259522752088.186
"21154",6004261157.192
"21155",1314932176772.98
"21156",50301979931.1842
"21157",7784605846.35705
"21158",1335061878802.98
"21159",527188125.406099
"21160",120457565768.53
"21161",850352220.624306
"21162",19561712940.7161
"21163",3901167715.64848
"21164",1210112926916.58
"21172",881678591.612102
"21174",4537911005.08312
"21175",2381998418.94714
"21176",64212422704.5879
"21177",10580517632.7446
"21178",368392839.41723
"21183",4176044154.44239
"21184",19996953993.816
"21185",1053996418213.95
"21203",13576011167444.5
"21206",415252262.06594
"21207",1172942544.7779
"21209",5963593585.15319
"2121",1641783092292.74
"21210",20358978.3331603
"21211",325748824162.793
"21212",21134083531.8054
"21216",6764488983.43266
"21219",23770256054.3583
"2122",4072157249016.14
"21220",677190373.415349
"21221",444443779.49072
"21222",49071902922.1447
"2123",606576331164.604
"2124",4322311673802.95
"2125",6437731245762.67
"21251",8443091759491.88
"2126",1480430650677.85
"21260",7878603661.02348
"2127",302070729434.012
"2129",10008664031267.6
"21293",3896100326.00059
"21299",680061639542.09
"2130",3104105991155.54
"2131",228810568763.085
"21311",3897563499186.29
"21312",4174986550892.53
"21313",6027576116894.97
"21314",13833395317003.3
"21316",295428056140.081
"21317",186860183928.847
"21318",2414175701992.25
"2132",41135941653.7861
"21328",5570533500.81169
"21329",25780955426.4635
"21330",86669865762.7193
"21331",13818266962.2205
"21332",1646214132.99391
"21333",4355207294.32428
"21349",1495856037278.4
"21350",12732832023439.6
"21355",303953734.937259
"21356",15555605735.5846
"21357",47076705965.7298
"21358",72203811224.4688
"21359",13472167137.4
"2136",14235952081330.5
"21360",14527269180613.1
"21364",18918832768.2288
"2137",11122956740372.5
"21378",410626246.08461
"21379",1464964651046.89
"21380",1718618388906.98
"21381",590763677536.829
"21382",869529817050.144
"2139",7906983193824.17
"2140",849394914654.706
"2144",296092651148.011
"2145",17893747233.7887
"21452",38340920379.2086
"21453",38175584160.5217
"21454",1198733413919.88
"21455",56082185784.0431
"21456",44747898090.1292
"21457",1411617236581.3
"21458",97557933434.8195
"21459",4791770015538.45
"2146",151138901301.628
"21460",10153237527748.2
"21461",5624365517583.92
"21462",1206531743091.51
"21463",2114672591582.76
"21465",1042380503698.92
"21466",741814581208.047
"2147",6185272894964.07
"21471",673808710481.502
"21472",89491862663.1381
"21473",49536868152.3535
"21474",13073014513067.8
"2148",1218452180999.96
"21488",847617217590.417
"21489",35043150622.6686
"2149",15744124357017.8
"21490",25811748389.2871
"21491",142139369572.007
"21492",120066870664.71
"21493",556365213.370499
"21494",2349147869.54415
"21495",4440285828.37996
"21496",628626235.885548
"2150",882587440000.486
"21507",964379292.937093
"21508",2159529470.87426
"21509",100211971892.349
"21510",1160670685650.88
"21511",2084250891645.57
"21512",892568328996.799
"21513",218326248827.741
"21514",4786124727234.27
"21515",4610375987573.81
"21516",5765220012004.28
"21517",610486933454.951
"21518",71840737672.0262
"21519",5165788123684.88
"21520",4626297076951.67
"21521",402966823332.94
"21522",1317164846813.01
"21523",3860531189700.28
"21524",2210732886066.07
"21526",39538927972.6986
"21527",178975980382.684
"21528",365303570017.454
"2153",227342451504.115
"2155",1362320253865.77
"2156",274654198682.614
"21661",2063086537205.03
"21690",56457549473.4928
"21691",1214564178719.66
"21692",5096542570758.22
"21693",33884232301.7789
"21694",488719397117.753
"21695",555211184579.886
"21702",10760924548.8385
"21703",5110786096.71277
"21744",103851677171.732
"21770",86495214576.7151
"21771",6202726978.67145
"21773",26409049375.7594
"21775",12717555730.4416
"21776",35600782680.9689
"21777",3412176964.11
"21778",19613554062.4144
"21779",43951961699.524
"21780",41986575189.6264
"21781",12757212578.0619
"21783",3599893043.40253
"21784",12255842824.1744
"21785",57801476000.7271
"21786",48396857464.6187
"21787",29904441930.8618
"21788",22414624303.3768
"21790",3102678833.39389
"21791",18571445575.742
"21792",19863002364.3752
"21793",6459222708.03931
"21799",1541297811455.87
"21800",469412988337.323
"21809",106341771497.724
"21810",79581782457.591
"21815",182866822962.567
"21839",1168838929554.54
"21846",2375922352542.35
"21847",7541449624479.37
"21867",88390177154.64
"21870",108853681153.154
"21873",1002372098.59459
"21874",268166330769.85
"21877",6236598852399.73
"21878",3763164303.1094
"21879",8555466313864.96
"219",5119195109658.28
"21972",240568352.35992
"21973",470122512.123417
"21982",112808330606.719
"21983",1992523956171.18
"21984",8095483249564.33
"21986",176592761995.832
"21987",564364994493.375
"22029",12642871514908.4
"22034",136082279247.664
"22035",1213231284040.28
"22037",7413851647.41217
"22039",259473527194.345
"22040",1148053167439.29
"22041",305182420478.091
"22042",36940752914.5821
"22043",6008398086.95761
"22044",5591819006.97898
"22045",944695857.103169
"22046",6875037813.04169
"22047",2217282327608.96
"22050",4392198825278.94
"22051",12064054173824.8
"22052",197902360279.171
"22053",1488947705295.6
"22054",6085607899611.66
"22055",6776785927111.46
"22065",506709763.937327
"22066",218405241249.279
"22132",1189879281888.58
"22297",1062337969556.46
"22431",4129468818.8473
"22432",3140915779757.21
"22446",2140857840.66606
"22454",1108483346.96522
"22570",95392575.5359651
"22571",90368610.1433678
"22572",125758518042.096
"22573",489186845064.078
"22574",3591442855.39694
"22575",93394611.1068633
"22576",90447751742.3331
"22577",4170176213546.97
"22578",2706556414777.33
"22586",280711692145.308
"22605",1030419017137.95
"22732",3496862975750.89
"2274",1047880248357.13
"2275",309001283984.667
"2276",1153236192693.53
"22771",4057101878006.44
"22780",9037640216713.81
"22781",911163482.397
"22782",12796601323289.4
"22783",10831975146834.8
"22784",95385362147.8728
"2279",901724479336.109
"22800",207596112255.365
"22801",880955431450.586
"22802",635188032.027892
"22803",5461378597.80144
"22804",35333443408.5318
"22805",5461378597.80144
"22806",5461347844.71772
"22809",3191818792.06142
"22810",148096959080.714
"2282",524099566815.948
"22823",22605612373867.1
"22824",8530082355747.48
"2283",1061276623889.79
"22837",6731906027131.74
"22838",927195884021.353
"22839",445412383901.655
"22840",248097108756.979
"22841",1111061166060.93
"22843",5278696527309.45
"22844",105463033.331022
"22845",3789828990768.78
"22918",9736353902.09519
"22920",5264942899.2756
"22933",339733885864.151
"22947",15732964489312.2
"22949",1566060551725.65
"22956",743523486604.445
"23036",31936733901.2805
"23041",209251520008.057
"23042",2656868645.67009
"23043",9916227621.24124
"23044",2587001206.53
"23049",3129366449395.94
"23050",3142462733891.39
"23051",8976804645529.92
"23052",4152381022161.73
"23053",12646664688166.1
"23059",1550929758835.2
"23060",2126479341282.54
"23061",2231673734343.59
"23062",72402482931127.2
"23076",694703086392.326
"23077",120190892170.204
"23078",437720506225.326
"23091",82875635320.6449
"23115",4750573141.85635
"23137",591364480788.43
"23141",12793233219.1969
"23144",8816274077156.35
"23145",1515178635815.89
"23146",238199937940.176
"23147",2086690934484.63
"23179",91613591471.514
"23192",162624786037.581
"23196",674859921043.381
"23197",3051592675960.9
"23204",280311118163.55
"23321",1694720068667.91
"23322",75737700580.9114
"23323",612879711.846793
"23324",7110095771.05446
"23325",1188571347287.68
"23326",21158545310.5801
"23327",2582429602.57045
"23328",35599280502.2105
"2353",3544244605861.56
"2354",2672201501880.77
"2358",303645312842.921
"2395",210614074624.697
"2396",447652864569.539
"2397",309598290802.606
"2398",393512532465.639
"2434",50685721092.2511
"2435",3056537163.09369
"2446",1345322315.8555
"2447",63797794.8471071
"2461",13191944832.8565
"2465",450251280630.735
"2466",1275181161349.7
"2531",2841697769.08418
"2532",170568448815.065
"2533",825040693043.906
"2538",570366136782.227
"2540",4165485346709.88
"2541",5516458266996.14
"2542",866576941380.816
"2553",3807912869406.55
"2613",622177525495.869
"2619",12034837216.3402
"2620",44075955184.9813
"263",4017285726837.86
"264",17625137.015363
"2642",453870989.83561
"2643",16015508816.4987
"265",1049545703683.92
"266",105257336315.252
"267",569643251882.304
"2675",63953372734.9479
"2676",337356588740.822
"268",688440046244.099
"269",8344718601.38945
"270",160420649751.978
"271",9272654888.49817
"272",222958227225.518
"273",702023859226.831
"275",94357461496.5138
"2756",525685017542.505
"276",1372812729820.59
"2767",660824556802.077
"2768",2558280015044.3
"2769",101468474390.153
"2770",214051413257.255
"278",31935754233.844
"2783",29087370432.7316
"2784",979816156.875623
"2785",4058272731.92049
"2787",396783011.507952
"279",40513557438.3435
"27926",734429769216.221
"2801",27946863633.0707
"2802",361277465391.396
"2803",4381425537.28453
"2814",5715170539.0763
"2815",140673066639.651
"2816",3760597430.7558
"2823",409814545912.377
"2824",116187748885.845
"2825",114891805933.868
"2827",436615542615.736
"2828",4234153348939.04
"2857",164451097896.913
"2858",163777506811.78
"2859",5616546962052.99
"2860",31830216105.2818
"2861",77905362303.9139
"2862",104148489082.268
"2888",183622668006.684
"2890",35805823116.7725
"2891",1370086930199.76
"2892",469488306317.26
"2893",2289610038464.82
"29401",2652409618.31274
"29402",240656618506.651
"29403",5971593792629.75
"29404",173831702995.772
"29405",1009408819996.76
"29418",530369854215.832
"29420",33435143971.6808
"29434",51059210092.4726
"29458",481931310.450546
"29459",3298950418.9128
"29460",60596301195.9681
"29461",1144089706.23939
"29462",759563777.427887
"29463",277424044054.664
"29464",86615213659.8573
"29465",157595734262.494
"29466",696523258758.125
"29473",3316801123.81628
"29484",31567201.5888073
"29485",1084572364.9805
"2957",861748035233.569
"29606",164023960361.599
"29607",399780307680.525
"29619",10958435227958.1
"29620",5746718051004.67
"29621",447853259075.958
"29622",146873166881.428
"2963",480341783893.581
"29650",3809039021647.4
"29651",3927864375186.95
"29652",1926182437568.42
"29654",280073570156.632
"29655",26033946149.1148
"29656",12634490944283.5
"29657",3282589309075.98
"29658",13089593865502.5
"29659",252150272550.169
"29660",490543310097.376
"29661",13236507592437.1
"29662",17639608880403.4
"29663",884132191656.599
"29664",69946848488.1047
"29665",12216308246543.3
"29666",17482672656903.4
"29667",14288913384310.8
"29668",245664417905.879
"29670",434037433090.739
"29672",12454414226912.1
"29673",9801580611807.79
"29674",41483552183476.6
"29679",13299480143036.2
"29680",7929463864034.46
"29684",1689209171224.09
"29730",4071364748928.28
"29742",18784272161996.6
"2982",14907703997.0233
"2983",195038675407.219
"2991",64739799346.8709
"2993",86274540596.5034
"2994",96658196419.7892
"2997",42770178036.8602
"2998",68444560428.1826
"30208",395523694509.825
"3036",75451450929.2281
"3037",1042617963426.73
"3038",9792570608698.21
"3126",107246616050.754
"3127",98748531.895816
"3128",70025755616.3257
"3129",13690352427.777
"3160",440421397238.301
"3322",118864049421.681
"3323",38308973146.5556
"3326",78511544238.0469
"3327",117011327571.489
"3328",169337754275.056
"3329",133476761.131675
"3330",7086728598.69541
"3332",20441947984.6694
"3333",782224262.869859
"3339",1197791204.46926
"3416",182017375657.547
"3519",115455283625.974
"3549",122427098819.672
"3553",9106743744.74773
"3554",677033682.907954
"3555",142975120794.092
"3564",602353154809.844
"3570",159614292482.397
"3571",24732630323.5949
"3572",124967929578.051
"3575",45701672997.158
"3591",97681778313.5321
"3592",58797858779.236
"3593",51137125015.0734
"3594",650673880207.807
"3595",4042789110530.89
"3596",730177673116.977
"3597",309660675759.192
"3598",6004448923.13762
"3599",708578846460.681
"3600",1496326217497.53
"3601",50506521068.8691
"3602",153735307717.472
"3603",1334755190565.84
"3604",587628247004.299
"3605",40860997228.6188
"3609",129662074448.354
"3610",55966070401.5611
"3611",3145753165536.3
"3612",312459192737.586
"3613",1437875251479.73
"3614",584231180394.773
"3615",2024359620340.79
"3616",244104405815.447
"3617",1710345462156.86
"3618",185798114988.541
"3619",426505706763.687
"3620",141022255844.495
"3621",208682510441.403
"3622",33537362.6152703
"3623",4812864644.58343
"3648",5110003405003.51
"3649",3711568689875.44
"3650",792215255851.218
"3651",182315307200.925
"3744",27116612002793.7
"3745",17098504203572.8
"3746",51561288392789.9
"3747",3120729320.5176
"3748",6913953455.65005
"3753",10714383849019.1
"3755",6453409872627.55
"3759",1043856573281.89
"3760",161030771915.283
"3786",1403511343708.57
"3787",25328489637.4185
"3794",11887331982.021
"3795",22359335859.8194
"3796",185006764428.894
"3797",844923837.794699
"3798",53276971713.9784
"3810",14411894276.5708
"3811",139676399885.37
"3812",135078305534.131
"3814",2922826639526.27
"3815",86336411614.3106
"3816",491769142730.449
"3833",114548273108.796
"3842",111094564634.345
"3847",17204940118472.7
"3858",1986217953723.45
"3859",2246034194456.68
"3903",10749190806096.1
"3905",13796363650176.1
"3906",212261468474.092
"3916",4215026289.71269
"3917",2543325817.403
"3921",272978495493.848
"39250",816225065559.665
"39255",280362050618.013
"39314",192026642016.689
"39315",219443531281.23
"39316",3718876798281.27
"39426",92492351483.7289
"39547",44736299539.0341
"39553",7852908639455.17
"39591",58397493203.9755
"39593",1366073823972.77
"39594",9534749424.86785
"39751",3339888990.51906
"39758",2048341599647.01
"39759",630919625737.838
"39760",749207299192.379
"39761",64634343127.1522
"39775",26325601174.2121
"39776",94852818303.3979
"39779",340358932955.321
"39792",1509816443895.19
"39794",2140852623.36304
"39795",3863627650.14846
"39803",39860908889.1355
"39826",93885043402.4965
"39827",24681134704.0006
"39828",95056797380.8218
"39832",566286519703.863
"39833",1520503508.83821
"39835",1144737764635.89
"39837",101204436557.78
"39838",13360683235.2995
"39840",311704253925.25
"39853",248808276408.77
"39869",10597022416.5552
"39874",343128430615.98
"39876",319517871979.653
"39877",281215437981.84
"39879",199695863779.838
"39888",525129492425.677
"39895",51340515556.8634
"39896",26549048419.323
"39910",36452756089.0043
"39911",62624125773.1746
"39912",14838752130.2209
"39913",31646700294.8169
"39914",7000744472.67903
"39915",123964536996.318
"39916",1076628402432.44
"39924",27138672858.2819
"39925",1367081906266.92
"39926",167628165560.709
"39927",665990104836.212
"39928",23835553421.9629
"39929",129709387098.173
"39930",99867073942.9917
"39943",490584706245.186
"39944",15663272083.2461
"39945",213424060059.846
"39947",1725223212056.63
"39948",234320971240.853
"39949",3355111762171.55
"39951",3694738939557.2
"39953",154691812086.015
"39954",38585357510.6214
"39956",273123320814.269
"39957",866703125217.917
"39960",567394543485.215
"39961",165892102469.641
"39974",4510238751.08365
"3999",1707684631546.25
"39992",1581630217.61812
"39994",48938487925.5467
"40009",286165690295.217
"40015",5829776597.78458
"40019",190775708471.535
"40022",50462660335.9586
"40023",186306708727.369
"40024",214042273434.696
"40025",10567571776.248
"40026",284154469295.02
"40027",2855594876040.74
"40028",526740785528.512
"40029",26697209341.9947
"4003",15707995553931.2
"40031",2503211916.05161
"40032",35902513602.4334
"40033",33549525918.8288
"40035",732494238309.439
"40036",186758503222.036
"40037",7650718544.08391
"4007",3573387132717.53
"4015",304458301718.852
"4037",268234064586.005
"4038",337441835018.809
"40488",901638005067.997
"40489",6795565816102.08
"40500",1446047963512.88
"40501",9324399945373.27
"40502",6033226937424.95
"40503",3049187089163.22
"40504",927634962035.046
"40505",6450138446884.32
"40506",588222399226.173
"40507",456916318715.009
"40508",2087824428197.17
"40509",10341442398687.7
"40510",7826256977521.31
"40511",1341521100261.63
"40513",1828323548749.52
"40514",4111650313841.23
"40515",1346166853294.31
"40516",5893332054245.49
"40517",142691222304.219
"40520",565210768077.231
"40521",19664021088.8214
"40522",22780363275.2667
"40523",20577833749.2309
"40524",1008833389047.61
"40525",76275708595.4306
"40526",118336847226.854
"40527",386578707684.164
"40529",2252468864366.19
"40530",250377148348.373
"40531",308584026464.741
"40533",909605328160.392
"40534",617152388032.411
"40535",1233506565791.75
"40536",1617101252596.58
"40537",895709271515.044
"40538",208494501931.956
"40539",645661157127.833
"40540",64284134693.2422
"40541",4137398350528.23
"40542",551786746779.553
"40543",76619280158.0434
"40544",1035098116824.8
"40545",747801204669.227
"40546",4300281356256.56
"40547",1210760958429.16
"40548",1133609414069.52
"40549",362600721583.617
"40550",1373342542623.23
"40551",45581566655.5339
"40552",1220477887717.33
"40553",203133138500.776
"40554",411183136138.469
"40555",68217491849.1127
"40556",310427769331.101
"40557",148314195467.946
"40558",566664642591.368
"40559",10503397961.3346
"40560",1325767608336.56
"40561",653118547019.018
"40562",570362344030.967
"40563",1607057794606.39
"40564",362773542478.705
"40565",6349650736110.72
"40566",652547591217.323
"40567",5360863418120.77
"40568",951054222261.134
"40569",208649694349.844
"40570",221775598971.214
"40571",66448236814.2262
"40573",73431484999.2057
"40574",221197585988.035
"40575",1212921515240.74
"40576",581320314857.962
"40577",103584915219.904
"40578",386605427228.65
"40579",633491264568.608
"40580",198702811309.088
"40581",916201582758.903
"40582",7454749389.40997
"40583",236721361182.006
"40584",1200801293151.92
"40585",2704378250673.11
"40586",93169762417.5906
"40587",148370959217.488
"40589",124191676581.715
"40591",14226215911.2729
"40592",111004162194.44
"40593",122554357556.734
"40594",590831629426.963
"40595",590834297944.33
"40596",9827833898.28269
"40597",283372716035.227
"40600",41667588750.4662
"40601",106059668054.995
"40602",7028364293874.8
"40603",1373927427626.31
"40604",4254779309088.77
"40605",1346254768993.88
"40606",3874413073879.53
"40607",8465496907635.46
"40608",272308565512.868
"40609",414921361835.245
"40610",2536452008027.24
"40611",1634249996437.55
"40612",5038641963601.41
"40613",17615236566.0627
"40614",3308911304756.1
"40615",206390276655.915
"40616",840671907230.676
"40617",42683871741.5514
"40618",1146284244.3012
"40620",448111900029.851
"40621",48806513662.4287
"40622",39405606836.6732
"40623",64302221223.1476
"40624",1109826838420.72
"40625",2725072425623.61
"40626",1196038152086.38
"40627",292835790081.61
"40628",1488528974780.73
"40629",101866721109.838
"40630",128094517900.679
"40631",2850808614364.8
"40632",4336348884065.18
"40633",9829229264435.21
"40636",134277932628.742
"40637",179858765036.463
"40638",459129800742.832
"40639",47168025719.9552
"40640",84923680450.0043
"40641",10303008632.0801
"40642",1763215525908.69
"40643",20189922608.934
"40644",10128755709.1964
"40647",7827026799005.58
"40649",4398205566523.89
"4065",684399015741.43
"40650",521553377378.991
"40651",19017640565.9509
"40652",126803792.898619
"40653",4501161112667.24
"4066",104006011263.065
"4068",809999734050.126
"4074",466598841037.477
"40765",637017476.048329
"40766",307030575.554856
"40767",28952255.4980965
"40768",7868378076.77522
"40775",2630004939.90608
"40776",12278049895.5463
"40789",18902384777.0107
"40800",1241700265.68781
"4092",4484591381.5542
"41013",2314214441944.38
"41023",237946382526.718
"41024",3504383667.79638
"41026",3806924810.95895
"4112",5647629782532.07
"41209",24821830430.1093
"41210",445512405.030987
"41211",3123226688.51316
"41212",3840518973726.47
"41255",575027311115.66
"41256",700176488216.723
"41257",846253851016.633
"41258",2222007287058.78
"41259",2054524222216.98
"41260",543314782233.482
"41261",417996814650.212
"41264",786588389389.436
"41265",2931190699123.68
"41267",894661410929.734
"41268",493849813945.3
"41269",946120658205.493
"41270",206938680872.292
"41271",729354294641.118
"41272",244949213457.533
"41273",9536027874144.95
"41274",3926106204528.78
"41275",286651224012.497
"41276",4392832777562.91
"41277",11232571451142.3
"41278",415308025179.677
"41279",218211644995.402
"41280",14673958248796
"41281",1066414305873.38
"41282",3475970786761.91
"41283",2829910847726.21
"41284",1243253383839.11
"41285",1387906557823.55
"41286",961782226217.454
"41287",60357604926.3243
"41288",3453856921863.5
"41289",1276762380030.52
"41291",8664779322948.85
"41292",140675443864.174
"41293",198444313814.755
"41294",626320339135.216
"41295",461340914465.922
"41296",882432663031.412
"41297",3652232575259.6
"41298",10175838091279.2
"41299",7135945452762.61
"41300",2067003632801.6
"41301",94346012218.9912
"41302",416350097776.335
"41303",359126906646.658
"41305",60784014388.0803
"41306",403106697121.82
"41307",1160116620859.38
"41308",7690680979682.11
"41309",4086081218.61104
"41310",38043243024.1568
"41311",15256074440.9019
"41312",7766679886140.26
"41314",60647462690.9414
"41315",92303033290.421
"41316",212483168641.849
"41317",839371855254.737
"41318",579055907833.889
"41319",2534127884986.28
"41321",34361266754.9624
"41322",2340544278112.21
"41323",4044014038866.49
"41324",24079259178.9297
"41325",911505031738.475
"41326",1559815803120
"41327",1577925438511.35
"41328",116322607145.116
"41329",42377708285.8413
"4133",2085164186552.67
"41330",1900103400161.3
"41331",1833268960488.99
"41332",2052707844038.12
"41333",467262622388.893
"41334",2082090811105.49
"41335",572595605016.728
"41336",217572152862.932
"41337",1393960569007.16
"41338",24589913212.1016
"41339",403240809852.363
"41340",27558669703.8407
"41341",117150122.039126
"41342",757818830747.102
"41344",225668750070.954
"41345",128601798894.422
"41346",3815128649708.5
"41347",20326804696.4733
"41348",15840910301286.3
"41349",5594890998792.88
"41350",548549264428.793
"41351",479968226540.394
"41352",1109817817751.94
"41353",50352166806.1303
"41354",97286890447.5936
"41355",1976063135462.73
"41356",6044227821874.47
"41357",339606763084.969
"41358",185984455784.225
"41359",175965751099.092
"41360",2336464106.75889
"41361",267266757280.248
"41362",336307094957.773
"41363",4878103985758.51
"41364",8207727857733.84
"41365",3003725295388.37
"41366",759432734502.855
"41367",1389106242165.91
"41368",9993169650.63943
"41369",543621677632.121
"4137",5035201009.50343
"41371",47998508588.6837
"41374",31916091984.233
"41375",29768535133.2464
"41376",21177621773.6813
"41377",4122005688227.12
